Mod:Item:MetaData, Localized Name
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:5, Redstone Card (Tier 2)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
ic2:blockrubsapling, Rubber Tree Sapling
ic2:blockrubwood:0, Rubber Wood
ic2:leaves, Leaves
ic2:blockcrop, Crop
ic2:blockbarrel, Barrel
ic2:blockmetal:0, Copper Ore
ic2:blockmetal:1, Tin Ore
ic2:blockmetal:2, Uranium Ore
ic2:blockmetal:3, Silver Ore
ic2:blockmetal:7, Copper Block
ic2:blockmetal:8, Tin Block
ic2:blockmetal:9, Bronze Block
ic2:blockmetal:10, Uranium Block
ic2:blockmetal:11, Silver Block
ic2:blockmetal:12, Charcoal Block
ic2:blockscaffold, Scaffold
ic2:blockironscaffold, Iron Scaffold
ic2:blockfenceiron, Iron Fence
ic2:blockutility:1, Mining Pipe
ic2:blockutility:2, Reinforced Stone
ic2:blockutility:3, Reinforced Glass
ic2:blockutility:4, Reinforced Brick
ic2:blockutility:5, Clear Reinforced Glass
ic2:blockutility:6, Cracked Reinforced Stone
ic2:blockminingpipe, Mining Pipe
ic2:advcomparator, Advanced Comparator
ic2:blockdooralloy, .name
ic2:blockexplosive:0, Industrial TNT
ic2:blockexplosive:1, Nuke
ic2:blockfoam, Construction Foam
ic2:blockwall:0, Construction Foam Wall
ic2:blockwall:1, Construction Foam Wall
ic2:blockwall:2, Construction Foam Wall
ic2:blockwall:3, Construction Foam Wall
ic2:blockwall:4, Construction Foam Wall
ic2:blockwall:5, Construction Foam Wall
ic2:blockwall:6, Construction Foam Wall
ic2:blockwall:7, Construction Foam Wall
ic2:blockwall:8, Construction Foam Wall
ic2:blockwall:9, Construction Foam Wall
ic2:blockwall:10, Construction Foam Wall
ic2:blockwall:11, Construction Foam Wall
ic2:blockwall:12, Construction Foam Wall
ic2:blockwall:13, Construction Foam Wall
ic2:blockwall:14, Construction Foam Wall
ic2:blockwall:15, Construction Foam Wall
ic2:blockwool:0, Construction Foam Wool
ic2:blockwool:1, Construction Foam Wool
ic2:blockwool:2, Construction Foam Wool
ic2:blockwool:3, Construction Foam Wool
ic2:blockwool:4, Construction Foam Wool
ic2:blockwool:5, Construction Foam Wool
ic2:blockwool:6, Construction Foam Wool
ic2:blockwool:7, Construction Foam Wool
ic2:blockwool:8, Construction Foam Wool
ic2:blockwool:9, Construction Foam Wool
ic2:blockwool:10, Construction Foam Wool
ic2:blockwool:11, Construction Foam Wool
ic2:blockwool:12, Construction Foam Wool
ic2:blockwool:13, Construction Foam Wool
ic2:blockwool:14, Construction Foam Wool
ic2:blockwool:15, Construction Foam Wool
ic2:blockpixelfoam:0, Pixel Foam
ic2:blockpixelfoam:1, Pixel Foam
ic2:blockpixelfoam:2, Pixel Foam
ic2:blockpixelfoam:4, Pixel Foam
ic2:blockpixelfoam:5, Pixel Foam
ic2:blockpixelfoam:7, Pixel Foam
ic2:blockpixelfoam:8, Pixel Foam
ic2:blockpixelfoam:9, Pixel Foam
ic2:blockpixelfoam:10, Pixel Foam
ic2:blockpixelfoam:11, Pixel Foam
ic2:blockpixelfoam:12, Pixel Foam
ic2:blockpixelfoam:13, Pixel Foam
ic2:blockpixelfoam:15, Pixel Foam
ic2:blockwalltextured, Textured Wall
ic2:blockharz, Resin Sheet
ic2:blockrubber, Rubber Sheet
ic2:blockpersonal:0, Trade-O-Mat
ic2:blockpersonal:1, Fluid-O-Mat
ic2:blockpersonal:2, Energy-O-Mat
ic2:blockpersonal:3, Personal Safe
ic2:blockpersonal:4, Personal Tank
ic2:blockpersonal:5, Personal Batbox
ic2:blockpersonal:5, Personal Batbox
ic2:blockpersonal:5, Personal MFE
ic2:blockpersonal:5, Personal MFE
ic2:blockpersonal:5, Personal MFSU
ic2:blockpersonal:5, Personal MFSU
ic2:blockpersonal:8, Iridium Stone
ic2:blockgenerator:0, Generator
ic2:blockgenerator:1, Geothermal Generator
ic2:blockgenerator:2, Water Mill
ic2:blockgenerator:3, Solar Panel
ic2:blockgenerator:4, Wind Mill
ic2:blockgenerator:5, Nuclear Reactor
ic2:blockgenerator:6, Steam Reactor
ic2:blockgenerator:7, Basic Steam Turbine
ic2:blockgenerator:8, Thermal Generator
ic2:blockgenerator:9, Solar Turbine
ic2:blockgenerator:10, Liquid Fuel Generator
ic2:blockgenerator:11, Slag Generator
ic2:blockgenerator:12, Wave Generator
ic2:blockgenerator:13, Ocean Generator
ic2:blockgenerator:14, Fuel Boiler
ic2:blockcompactedgenerator:0, Low Voltage Solar Panel (LV)
ic2:blockcompactedgenerator:1, Medium Voltage Solar Panel (MV)
ic2:blockcompactedgenerator:2, High Voltage Solar Panel (HV)
ic2:blockcompactedgenerator:3, Low Voltage Water Mill (LV)
ic2:blockcompactedgenerator:4, Medium Voltage Water Mill (MV)
ic2:blockcompactedgenerator:5, High Voltage Water Mill (HV)
ic2:blockcompactedgenerator:6, Small Electric Flux Generator (LV)
ic2:blockcompactedgenerator:7, Medium Electric Flux Generator (MV)
ic2:blockcompactedgenerator:8, Big Electric Flux Generator (HV)
ic2:blockchambers:0, Reactor Chamber
ic2:blockchambers:1, Steam Reactor Chamber
ic2:blockelectric:0, BatBox
ic2:blockelectric:0, BatBox
ic2:blockelectric:1, MFE
ic2:blockelectric:1, MFE
ic2:blockelectric:2, MFSU
ic2:blockelectric:2, MFSU
ic2:blockelectric:3, Battery Station
ic2:blockelectric:4, Creative EnergyStorage
ic2:blockelectric:5, PESU
ic2:blockelectric:5, PESU
ic2:blockelectric:8, LV-Transformer
ic2:blockelectric:9, MV-Transformer
ic2:blockelectric:10, HV-Transformer
ic2:blockelectric:11, EV-Transformer
ic2:blockelectric:12, Adjustable-Transformer
ic2:blockelectric:13, IV-Transformer
ic2:chargepad:0, Static Charge Pad
ic2:chargepad:1, Crystalizor Charge Pad
ic2:chargepad:2, Lapotronic Charge Pad
ic2:chargepad:3, Fission Charge Pad
ic2:blockmachinelv:0, Machine Block
ic2:blockmachinelv:1, Iron Furnace
ic2:blockmachinelv:2, Electric Furnace
ic2:blockmachinelv:3, Macerator
ic2:blockmachinelv:4, Extractor
ic2:blockmachinelv:5, Compressor
ic2:blockmachinelv:6, Canning Machine
ic2:blockmachinelv:7, Recycler
ic2:blockmachinelv:8, Electrolyzer
ic2:blockmachinelv:9, Crop Scanner
ic2:blockmachinelv:10, Magnetizer
ic2:blockmachinelv:11, Pump
ic2:blockmachinelv:12, Miner
ic2:blockmachinelv:13, Crop-Matron
ic2:blockmachinelv:14, Sound Beacon
ic2:blockmachinelv:15, Stone Macerator
ic2:blockmachinelv2:0, Wood Gasificator
ic2:blockmachinelv2:1, Electric Wood Gasificator
ic2:blockmachinelv2:2, Rare Earth Extractor
ic2:blockmachinelv2:3, Crop Library
ic2:blockmachinelv2:4, Machine Buffer
ic2:blockmachinelv2:5, Machine Tank
ic2:blockmachinelv2:6, Industrial Worktable
ic2:blockmachinelv2:7, Saw Mill
ic2:blockmachinemv:0, Advanced Machine Block
ic2:blockmachinemv:1, Induction Furnace
ic2:blockmachinemv:2, Rotary Macerator
ic2:blockmachinemv:3, Centrifugal Extractor
ic2:blockmachinemv:4, Singularity Compressor
ic2:blockmachinemv:5, Vacuum Canner
ic2:blockmachinemv:6, Compacting Recycler
ic2:blockmachinemv:7, Charged Electrolyzer
ic2:blockmachinemv:8, Ore Probe
ic2:blockmachinemv:9, Tesla Coil
ic2:blockmachinemv:10, Reactor Planner
ic2:blockmachinemv:11, Crop Harvester
ic2:blockmachinemv:12, Overclocked Pump
ic2:blockmachinemv:13, Ranged Pump
ic2:blockmachinehv:0, Terraformer
ic2:blockmachinehv:1, Mass Fabricator
ic2:blockmachinehv:2, Teleporter
ic2:blockmachinehv:3, Uranium Enricher
ic2:blockmachinehv:4, Electric Enchanter
ic2:blockmachinehv:5, Plasmafier
ic2:blockmachinehv:6, Teleporter Hub
ic2:blockluminator, Luminator
ic2:blockluminatormultipart, Luminator (Multi Part)
ic2:blocknouse, .name
ic2:itemdooralloy, Reinforced Door
ic2:itemharz, Sticky Resin
ic2:itemscrapbox, Scrap Box
ic2:itemmisc:0, Iron Dust
ic2:itemmisc:1, Gold Dust
ic2:itemmisc:2, Copper Dust
ic2:itemmisc:3, Tin Dust
ic2:itemmisc:4, Bronze Dust
ic2:itemmisc:5, Silver Dust
ic2:itemmisc:6, Coal Dust
ic2:itemmisc:7, Hydrated Coal Dust
ic2:itemmisc:8, Clay Dust
ic2:itemmisc:9, Obsidian Dust
ic2:itemmisc:11, Netherrack Dust
ic2:itemmisc:12, Charcoal Dust
ic2:itemmisc:13, Hydrated Charcoal Dust
ic2:itemmisc:14, Rare Earth Dust
ic2:itemmisc:50, Copper Ingot
ic2:itemmisc:51, Tin Ingot
ic2:itemmisc:52, Bronze Ingot
ic2:itemmisc:53, Refined Iron Ingot
ic2:itemmisc:54, Silver Ingot
ic2:itemmisc:55, Refined Uranium Ingot
ic2:itemmisc:56, Mixed Metal Ingot
ic2:itemmisc:57, Redstone Enriched Uranium Ingot
ic2:itemmisc:58, Blaze Enriched Uranium Ingot
ic2:itemmisc:59, EnderPearl Enriched Uranium Ingot
ic2:itemmisc:60, NetherStar Enriched Uranium Ingot
ic2:itemmisc:61, Charcoal Enriched Uranium Ingot
ic2:itemmisc:100, Compressed Air Cell
ic2:itemmisc:101, H. Coal Cell
ic2:itemmisc:102, Coalfuel Cell
ic2:itemmisc:103, Bio Cell
ic2:itemmisc:104, Biofuel Cell
ic2:itemmisc:105, Electrolyzed Water Cell
ic2:itemmisc:106, Fuel Cell
ic2:itemmisc:108, Plasma Cell
ic2:itemmisc:150, Grin Powder
ic2:itemmisc:151, Fertilizer
ic2:itemmisc:152, Hops
ic2:itemmisc:153, Coffee Beans
ic2:itemmisc:154, Coffee Powder
ic2:itemmisc:155, Tea Leaf
ic2:itemmisc:156, Flour
ic2:itemmisc:157, Overgrowth Fertilizer
ic2:itemmisc:158, Hemp Seeds
ic2:itemmisc:159, Hemp
ic2:itemmisc:160, Restoring Fertilizer
ic2:itemmisc:180, Uranium Fuel
ic2:itemmisc:181, Iridium Ore
ic2:itemmisc:200, Scrap
ic2:itemmisc:201, Scrap Metal
ic2:itemmisc:202, UU-Matter
ic2:itemmisc:250, Coal Ball
ic2:itemmisc:251, Compressed Coal Ball
ic2:itemmisc:252, Coal Chunk
ic2:itemmisc:253, Industrial Diamond
ic2:itemmisc:254, Raw Carbon Fibre
ic2:itemmisc:255, Raw Carbon Mesh
ic2:itemmisc:256, Carbon Plate
ic2:itemmisc:257, Advanced Alloy
ic2:itemmisc:258, Iridium Plate
ic2:itemmisc:259, Dense Copper Plate
ic2:itemmisc:260, Base Upgrade
ic2:itemmisc:261, Rare Earth Chunk
ic2:itemmisc:262, Dead Magnet
ic2:itemmisc:263, Magnet
ic2:itemmisc:264, Plasma Core
ic2:itemmisc:300, Scrap Metal Chunk
ic2:itemmisc:301, Scrap Metal Blade
ic2:itemmisc:302, Raw Obsidian Blade
ic2:itemmisc:303, Obsidian Blade
ic2:itemmisc:304, Turbine Blade
ic2:itemmisc:350, Plantball
ic2:itemmisc:351, Compressed Plants
ic2:itemmisc:352, H. Coal
ic2:itemmisc:353, Organic Mesh
ic2:itemmisc:354, Bio Ball
ic2:itemmisc:355, Raw Bio Fiber
ic2:itemmisc:356, Compressed Bio Ball
ic2:itemmisc:357, Bio Chunk
ic2:itemmisc:400, Painter
ic2:itemmisc:401, TFBP - Empty
ic2:itemmisc:402, TFBP Biome - Emtpy
ic2:itemmisc:450, Rubber
ic2:itemmisc:451, Electronic Circuit
ic2:itemmisc:452, Advanced Circuit
ic2:itemmisc:453, Tin Can
ic2:itemmisc:454, Stone Mug
ic2:itemmisc:455, CF Pellet
ic2:itemmisc:500, Near-depleted Uranium Cell
ic2:itemmisc:501, Near-depleted Redstone Uranium Cell
ic2:itemmisc:502, Near-depleted Blaze Uranium Cell
ic2:itemmisc:503, Near-depleted EnderPearl Uranium Cell
ic2:itemmisc:504, Near-depleted NetherStar Uranium Cell
ic2:itemmisc:505, Near-depleted Charcoal Uranium Cell
ic2:itemmisc:550, Re-Enriched Uranium Cell
ic2:itemmisc:551, Re-Enriched Redstone Uranium Cell
ic2:itemmisc:552, Re-Enriched Blaze Uranium Cell
ic2:itemmisc:553, Re-Enriched EnderPearl Uranium Cell
ic2:itemmisc:554, Re-Enriched NetherStar Uranium Cell
ic2:itemmisc:555, Re-Enriched Charcoal Uranium Cell
ic2:itemtfbpbase:0, TFBP - Mushroom
ic2:itemtfbpbase:1, TFBP - Cultivation
ic2:itemtfbpbase:2, TFBP - Irrigation
ic2:itemtfbpbase:3, TFBP - Chilling
ic2:itemtfbpbase:4, TFBP - Desertification
ic2:itemtfbpbase:5, TFBP - Flatification
ic2:itemtfbpbase:20, TFBP Biome - Cultivation
ic2:itemtfbpbase:21, TFBP Biome - Desertification
ic2:itemtfbpbase:22, TFBP Biome - Forestification
ic2:itemtfbpbase:23, TFBP Biome - Irrigation
ic2:itemtfbpbase:24, TFBP Biome - Mushroom
ic2:itemtfbpbase:25, TFBP Biome - Undergrowth
ic2:itemtfbpbase:26, TFBP Biome - Chilling
ic2:itemcable:0, Uninsulated Copper Cable
ic2:itemcable:1, Copper Cable
ic2:itemcable:2, Gold Cable
ic2:itemcable:3, Insulated Gold Cable
ic2:itemcable:4, 2xIns. Gold Cable
ic2:itemcable:5, HV Cable
ic2:itemcable:6, Insulated HV Cable
ic2:itemcable:7, 2xIns. HV Cable
ic2:itemcable:8, 4xIns. HV Cable
ic2:itemcable:9, Glass Fibre Cable
ic2:itemcable:10, Ultra-Low-Current Cable
ic2:itemcable:11, EU-Detector Cable
ic2:itemcable:12, EU-Splitter Cable
ic2:itemcable:13, Bronze Cable
ic2:itemcable:14, Insulated Bronze Cable
ic2:itemcable:15, 2xIns. Bronze Cable
ic2:itemcable:16, Plasma Cable
ic2:itemtincanfilled:0, (Filled) Tin Can
ic2:itemtincanfilled:1, (Filled) Tin Can
ic2:itemtincanfilled:2, (Filled) Tin Can
ic2:itemtincanfilled:3, (Filled) Tin Can
ic2:itemtincanfilled:4, (Filled) Tin Can
ic2:itemtincanfilled:5, (Filled) Tin Can
ic2:itemtincanfilled:6, (Filled) Tin Can
ic2:itemcellempty:0, Empty Cell
ic2:itemcellempty:1, Water Cell
ic2:itemcellempty:2, Lava Cell
ic2:itemcellempty:3, Wood Gas Cell
ic2:itemfuelcans:0, (Empty) Fuel Can
ic2:itemtoolbox:0, Tool Box
ic2:itemtoolbox:2, Nano Tool Box
ic2:itemtoolbox:4, Quantum Tool Box
ic2:itemic2boats:0, Carbon Boat
ic2:itemic2boats:1, Rubber Boat
ic2:itemic2boats:2, Rubber Boat Broken
ic2:itemic2boats:3, Electric Boat
ic2:itemcoins:0, Industrial Credit
ic2:itemcoins:1, Industrial Credit
ic2:itemcoins:2, Industrial Credit
ic2:itemcoins:3, Industrial Credit
ic2:itemcoins:4, Industrial Credit
ic2:itemcoins:5, Industrial Credit
ic2:itemtoolbronzepickaxe, Bronze Pickaxe
ic2:itemtoolbronzeaxe, Bronze Axe
ic2:itemtoolbronzespade, Bronze Shovel
ic2:itemtoolbronzesword, Bronze Sword
ic2:itemtoolbronzehoe, Bronze Hoe
ic2:itemtoolwrench, Wrench
ic2:itemtreetap, Treetap
ic2:itemtoolcutter, Insulation Cutter
ic2:itemfoamsprayer, CF Sprayer
ic2:itempainters:0, Black Painter
ic2:itempainters:0, Red Painter
ic2:itempainters:0, Green Painter
ic2:itempainters:0, Brown Painter
ic2:itempainters:0, Blue Painter
ic2:itempainters:0, Purple Painter
ic2:itempainters:0, Cyan Painter
ic2:itempainters:0, Light Grey Painter
ic2:itempainters:0, Dark Grey Painter
ic2:itempainters:0, Pink Painter
ic2:itempainters:0, Lime Painter
ic2:itempainters:0, Yellow Painter
ic2:itempainters:0, Light Blue Painter
ic2:itempainters:0, Magenta Painter
ic2:itempainters:0, Orange Painter
ic2:itempainters:0, White Painter
ic2:itemdynamites:0, Dynamite
ic2:itemdynamites:1, Sticky Dynamite
ic2:itemremote, Dynamite-O-Mote
ic2:itemfreq, Frequency Transmitter
ic2:itemtoolmeter, EU-Reader
ic2:itemdebug, Debug Item
ic2:itemmachinetool, Machine Tool
ic2:itemthermometer, Thermometer
ic2:itemmemorystick, Memory Stick
ic2:itemcrop, Crop Sticks
ic2:itembarrel:0, Empty Booze Barrel
ic2:itemweedex, Weed-EX
ic2:itemterrawart, Terra Wart
ic2:itemcellhydrant, Hydration Cell
ic2:itemcropseed:0, Wheat Crop Seed
ic2:itemcropseed:0, Pumpkin Crop Seed
ic2:itemcropseed:0, Melon Crop Seed
ic2:itemcropseed:0, Dandelion Crop Seed
ic2:itemcropseed:0, Poppy Crop Seed
ic2:itemcropseed:0, Blackthorn Crop Seed
ic2:itemcropseed:0, Tulip Crop Seed
ic2:itemcropseed:0, Cyazint Crop Seed
ic2:itemcropseed:0, Daisy Crop Seed
